,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_number_of_click,total_score,externalquiz,forumng,glossary,homepage,oucontent,ouelluminate,ouwiki,page,resource,subpage,url,date_registration,date_unregistration
154,1,1,270814,0,0,3,9,1,0,90,0,1,2330.0,140.105,16.0,188.0,6.0,161.0,19.0,14.0,24.0,3.0,168.0,391.0,92.0,-29.0,0.0
155,1,1,272313,0,0,2,5,0,2,120,0,0,122.0,0.0,0.0,14.0,0.0,8.0,2.0,1.0,0.0,0.0,5.0,17.0,8.0,-67.0,6.0
156,1,1,273339,0,7,1,0,0,0,90,0,1,404.0,60.565,18.0,7.0,0.0,36.0,18.0,0.0,7.0,0.0,21.0,36.0,4.0,-25.0,0.0
157,1,1,281118,0,1,1,7,0,1,70,0,1,756.0,105.335,20.0,63.0,0.0,57.0,33.0,22.0,14.0,0.0,29.0,51.0,2.0,-45.0,0.0
158,1,1,281271,1,10,2,3,1,0,60,1,0,478.0,6.035,1.0,24.0,0.0,22.0,9.0,0.0,4.0,0.0,34.0,90.0,28.0,-74.0,65.0
159,1,1,282193,1,6,0,2,0,1,120,0,1,1722.0,112.39,12.0,197.0,0.0,145.0,68.0,0.0,27.0,1.0,31.0,137.0,46.0,-68.0,0.0
160,1,1,283618,1,7,1,9,1,2,120,0,1,1338.0,99.625,11.0,169.0,0.0,96.0,30.0,4.0,41.0,0.0,60.0,122.0,50.0,-17.0,0.0
161,1,1,283783,0,1,2,7,0,1,60,0,0,444.0,6.825,2.0,42.0,1.0,31.0,13.0,1.0,5.0,2.0,11.0,30.0,24.0,-108.0,60.0
162,1,1,284326,0,4,1,5,0,0,150,0,1,538.0,6.115,2.0,39.0,0.0,29.0,15.0,1.0,6.0,2.0,25.0,62.0,68.0,-16.0,0.0
163,1,1,284734,1,3,3,4,0,1,90,0,1,51.0,2.4,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,14.0,6.0,-73.0,0.0
164,1,1,285096,1,11,1,4,1,0,60,0,1,3324.0,167.1,55.0,441.0,0.0,237.0,75.0,14.0,32.0,1.0,104.0,270.0,147.0,-214.0,0.0
165,1,1,285475,1,3,3,3,0,1,120,0,1,1415.0,138.67000000000002,7.0,213.0,3.0,156.0,39.0,1.0,19.0,1.0,48.0,72.0,25.0,-225.0,0.0
166,1,1,287432,0,4,2,3,1,0,90,0,1,1469.0,105.82,13.0,113.0,0.0,123.0,39.0,0.0,28.0,1.0,83.0,221.0,67.0,-185.0,0.0
167,1,1,287526,1,0,2,9,0,1,60,0,0,737.0,35.57,9.0,21.0,1.0,51.0,18.0,4.0,8.0,1.0,42.0,83.0,32.0,-53.0,102.0
168,1,1,289564,1,0,1,9,0,0,60,1,1,934.0,41.355,6.0,59.0,0.0,51.0,45.0,4.0,10.0,2.0,35.0,84.0,21.0,-54.0,0.0
169,1,1,290043,1,10,2,5,0,2,60,0,1,224.0,88.905,20.0,5.0,0.0,48.0,12.0,0.0,1.0,1.0,10.0,40.0,3.0,-16.0,0.0
170,1,1,291133,1,10,2,8,0,0,60,0,1,2865.0,156.73,11.0,432.0,2.0,195.0,33.0,17.0,16.0,1.0,127.0,254.0,161.0,-83.0,0.0
171,1,1,292694,0,3,2,7,0,0,120,0,0,139.0,0.0,2.0,17.0,0.0,11.0,2.0,2.0,0.0,2.0,4.0,23.0,11.0,-213.0,32.0
172,1,1,292713,1,8,1,4,0,0,60,1,1,321.0,16.735,5.0,51.0,0.0,39.0,7.0,0.0,1.0,0.0,5.0,17.0,3.0,-29.0,0.0
173,1,1,292741,1,8,2,8,0,0,90,0,1,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,-25.0,0.0
174,1,1,297582,1,7,1,2,0,0,60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.0,27.0
175,1,1,298040,0,8,3,8,0,0,60,0,1,6834.0,149.32,29.0,400.0,23.0,222.0,76.0,36.0,59.0,1.0,331.0,907.0,375.0,-100.0,0.0
176,1,1,298497,1,7,1,0,0,0,70,0,1,2039.0,94.315,42.0,209.0,0.0,100.0,30.0,17.0,26.0,1.0,61.0,322.0,26.0,-23.0,0.0
177,1,1,304734,1,0,3,7,1,1,60,0,1,667.0,137.71,13.0,31.0,0.0,54.0,24.0,4.0,6.0,0.0,31.0,84.0,22.0,-54.0,0.0
178,1,1,304893,1,6,2,4,0,0,120,0,0,181.0,12.765,4.0,4.0,0.0,29.0,15.0,0.0,0.0,1.0,11.0,21.0,7.0,-9.0,224.0
179,1,1,305313,0,0,1,2,0,0,180,1,0,31.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,4.0,5.0,6.0,-83.0,10.0
180,1,1,305702,0,9,2,1,0,0,120,0,0,179.0,11.995,6.0,2.0,0.0,23.0,15.0,0.0,0.0,0.0,17.0,17.0,8.0,-2.0,157.0
181,1,1,307158,0,10,1,2,0,0,90,1,1,266.0,6.1850000000000005,9.0,21.0,0.0,24.0,10.0,0.0,4.0,0.0,4.0,27.0,13.0,-18.0,0.0
182,1,1,307290,0,12,3,3,0,2,120,0,1,464.0,94.75,7.0,36.0,0.0,38.0,11.0,11.0,15.0,0.0,33.0,27.0,1.0,-22.0,0.0
183,1,1,307291,0,2,2,9,0,0,60,0,0,1169.0,14.120000000000001,8.0,80.0,1.0,52.0,9.0,5.0,12.0,5.0,77.0,161.0,80.0,-44.0,79.0
184,1,1,307932,1,10,3,9,0,0,120,0,0,232.0,1.9,3.0,12.0,0.0,15.0,12.0,0.0,1.0,1.0,9.0,14.0,14.0,-12.0,138.0
185,1,1,308589,1,11,2,2,0,3,120,0,1,270.0,26.145,5.0,17.0,0.0,35.0,15.0,0.0,17.0,0.0,16.0,25.0,2.0,-9.0,0.0
186,1,1,308767,0,2,1,6,0,1,120,0,1,460.0,34.78,11.0,15.0,0.0,27.0,14.0,4.0,12.0,0.0,22.0,81.0,0.0,-9.0,0.0
187,1,1,309580,0,1,3,5,1,0,60,0,1,6180.0,176.265,79.0,291.0,21.0,250.0,125.0,89.0,72.0,2.0,143.0,818.0,80.0,-30.0,0.0
188,1,1,310865,1,10,2,4,0,1,120,1,0,160.0,0.0,0.0,14.0,0.0,8.0,1.0,1.0,2.0,0.0,3.0,10.0,10.0,-66.0,51.0
189,1,1,311117,1,10,2,0,0,0,60,1,0,402.0,0.0,1.0,22.0,0.0,24.0,1.0,2.0,0.0,2.0,22.0,83.0,28.0,-25.0,215.0
190,1,1,312518,0,11,1,1,0,1,210,0,0,63.0,1.26,1.0,7.0,0.0,7.0,3.0,1.0,0.0,0.0,1.0,9.0,3.0,-58.0,159.0
191,1,1,316289,0,0,3,9,0,0,60,0,1,1713.0,137.885,43.0,179.0,1.0,147.0,40.0,12.0,32.0,1.0,50.0,178.0,65.0,-96.0,0.0
192,1,1,316772,1,1,2,6,0,0,240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.0,-191.0
193,1,1,320014,0,9,3,2,1,0,60,0,1,1332.0,145.63,16.0,90.0,1.0,74.0,22.0,2.0,25.0,0.0,71.0,206.0,48.0,-74.0,0.0
194,1,1,321525,1,0,2,2,0,2,60,0,1,567.0,93.17,5.0,40.0,0.0,39.0,15.0,4.0,6.0,0.0,35.0,74.0,6.0,-44.0,0.0
195,1,1,321744,1,12,1,9,0,0,60,0,1,248.0,13.595,5.0,15.0,0.0,19.0,16.0,0.0,1.0,1.0,15.0,38.0,15.0,-51.0,0.0
196,1,1,323146,0,9,2,8,0,3,240,0,1,287.0,27.405,11.0,3.0,1.0,33.0,17.0,0.0,2.0,0.0,22.0,85.0,6.0,-59.0,0.0
197,1,1,324268,1,8,1,0,0,0,60,0,0,387.0,7.26,3.0,14.0,0.0,28.0,9.0,4.0,3.0,0.0,10.0,52.0,28.0,-89.0,57.0
198,1,1,324691,0,12,2,4,1,0,60,0,1,2019.0,130.995,40.0,169.0,0.0,106.0,26.0,28.0,27.0,4.0,88.0,334.0,64.0,-94.0,0.0
199,1,1,325565,1,6,1,0,0,2,120,0,1,52.0,0.98,2.0,3.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,-29.0,0.0
200,1,1,327024,0,8,2,9,1,2,120,0,1,1375.0,81.305,20.0,172.0,0.0,101.0,23.0,7.0,41.0,1.0,29.0,73.0,14.0,-2.0,0.0
201,1,1,327997,1,5,1,5,0,1,210,0,0,525.0,7.6899999999999995,4.0,47.0,0.0,31.0,5.0,10.0,1.0,2.0,22.0,66.0,21.0,-21.0,83.0
202,1,1,329689,0,10,1,5,1,0,120,0,1,1102.0,26.605,15.0,92.0,2.0,92.0,30.0,25.0,7.0,2.0,36.0,153.0,63.0,-102.0,0.0
203,1,1,329967,1,8,1,0,0,0,120,0,1,185.0,1.7000000000000002,2.0,14.0,0.0,23.0,4.0,2.0,0.0,2.0,14.0,18.0,8.0,-21.0,0.0
204,1,1,330067,1,12,2,9,0,2,60,0,1,1292.0,138.57999999999998,16.0,65.0,17.0,95.0,42.0,12.0,2.0,1.0,35.0,115.0,16.0,-30.0,0.0
205,1,1,331232,1,8,1,9,0,0,90,0,1,931.0,132.15,7.0,52.0,0.0,91.0,15.0,1.0,14.0,0.0,47.0,119.0,48.0,-74.0,0.0
206,1,1,331351,1,4,2,1,0,0,90,0,1,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-73.0,0.0
207,1,1,333856,0,10,2,4,0,1,120,1,1,1015.0,103.84,16.0,29.0,0.0,54.0,31.0,5.0,18.0,0.0,36.0,152.0,15.0,-28.0,0.0
208,1,1,334294,0,0,2,7,1,1,225,0,0,230.0,7.945,12.0,9.0,0.0,20.0,5.0,0.0,0.0,0.0,10.0,55.0,5.0,-90.0,54.0
209,1,1,335020,0,4,2,7,1,0,60,0,1,2006.0,143.145,44.0,83.0,9.0,130.0,24.0,20.0,28.0,5.0,116.0,299.0,88.0,-43.0,0.0
210,1,1,335264,0,10,2,3,0,0,60,1,0,264.0,0.0,0.0,17.0,0.0,5.0,1.0,0.0,5.0,1.0,3.0,24.0,15.0,-88.0,10.0
211,1,1,335607,0,6,2,6,1,0,180,0,0,780.0,6.45,3.0,94.0,4.0,46.0,8.0,7.0,3.0,1.0,45.0,100.0,37.0,-117.0,45.0
212,1,1,336112,1,7,2,2,0,1,120,0,1,284.0,34.3,2.0,18.0,1.0,22.0,15.0,3.0,8.0,0.0,24.0,32.0,0.0,-68.0,0.0
213,1,1,336684,1,11,2,3,0,0,60,0,1,2086.0,135.245,28.0,131.0,5.0,111.0,62.0,3.0,8.0,3.0,78.0,397.0,37.0,-55.0,0.0
214,1,1,336696,0,7,2,0,0,0,60,0,1,472.0,115.42999999999999,21.0,18.0,0.0,45.0,17.0,3.0,16.0,0.0,28.0,48.0,17.0,-25.0,0.0
215,1,1,337048,1,9,2,2,0,2,130,0,0,0.0,1.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,199.0
216,1,1,337414,0,0,2,7,0,1,60,0,0,2088.0,33.55,46.0,81.0,0.0,89.0,45.0,9.0,11.0,2.0,73.0,334.0,17.0,-43.0,216.0
217,1,1,338076,1,10,3,5,0,0,90,0,1,276.0,115.545,13.0,11.0,0.0,43.0,8.0,2.0,0.0,1.0,24.0,39.0,7.0,-27.0,0.0
218,1,1,338669,1,6,1,7,0,0,60,0,0,125.0,1.0,1.0,7.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,15.0,3.0,-5.0,45.0
219,1,1,339481,1,3,2,3,0,0,60,0,1,817.0,25.395,12.0,144.0,0.0,80.0,28.0,6.0,13.0,0.0,15.0,31.0,11.0,-89.0,0.0
220,1,1,340399,0,1,1,6,0,2,120,0,1,102.0,1.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,12.0,25.0,2.0,-51.0,0.0
221,1,1,342176,1,7,1,6,1,1,120,0,0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,-46.0,6.0
222,1,1,343427,0,4,1,0,1,0,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-1.0
223,1,1,344199,1,8,1,6,1,0,70,0,0,1793.0,8.96,19.0,79.0,1.0,62.0,33.0,3.0,15.0,2.0,91.0,214.0,99.0,-60.0,52.0
224,1,1,344367,1,5,1,3,0,1,120,0,1,1199.0,79.765,26.0,97.0,0.0,91.0,21.0,4.0,7.0,0.0,32.0,222.0,9.0,-61.0,0.0
225,1,1,344474,1,11,2,5,0,0,75,0,0,742.0,32.215,9.0,47.0,0.0,44.0,38.0,1.0,11.0,0.0,23.0,60.0,23.0,-16.0,200.0
226,1,1,344873,0,11,2,6,0,0,60,0,1,1178.0,112.14,10.0,90.0,2.0,55.0,26.0,21.0,16.0,0.0,66.0,157.0,57.0,-23.0,0.0
227,1,1,345257,1,7,2,5,0,1,60,0,1,1081.0,62.59,22.0,119.0,0.0,75.0,35.0,4.0,15.0,0.0,39.0,98.0,12.0,-16.0,0.0
228,1,1,345313,1,8,2,8,0,0,90,0,1,563.0,66.245,11.0,10.0,0.0,59.0,37.0,0.0,7.0,0.0,45.0,53.0,11.0,-16.0,0.0
229,1,1,345568,0,12,2,1,0,0,60,0,1,228.0,24.85,5.0,2.0,0.0,20.0,9.0,0.0,1.0,1.0,12.0,25.0,13.0,-52.0,0.0
230,1,1,347210,1,5,3,0,2,0,90,0,0,175.0,0.0,2.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,9.0,30.0,8.0,-27.0,39.0
231,1,1,348790,1,1,3,6,0,0,60,0,0,1694.0,34.89,15.0,104.0,0.0,81.0,44.0,12.0,20.0,3.0,55.0,156.0,92.0,-16.0,123.0
232,1,1,349145,0,10,1,8,1,1,120,0,0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,-106.0,9.0
233,1,1,350398,0,0,3,6,1,1,60,0,0,710.0,25.715,8.0,42.0,0.0,44.0,23.0,2.0,10.0,1.0,15.0,80.0,41.0,-43.0,122.0
234,1,1,350690,0,12,1,2,0,1,150,0,0,1566.0,32.28,19.0,164.0,0.0,102.0,29.0,10.0,12.0,0.0,52.0,219.0,45.0,-55.0,100.0
235,1,1,351512,1,11,3,6,0,0,60,0,1,1095.0,57.335,13.0,74.0,7.0,82.0,23.0,4.0,9.0,2.0,75.0,193.0,53.0,-48.0,0.0
236,1,1,351775,0,10,3,4,1,0,70,0,1,6136.0,121.55499999999999,16.0,469.0,7.0,218.0,19.0,6.0,44.0,1.0,157.0,445.0,287.0,-58.0,0.0
237,1,1,354050,1,11,2,7,0,1,150,0,1,473.0,19.95,4.0,19.0,3.0,40.0,13.0,0.0,0.0,0.0,14.0,78.0,14.0,-21.0,0.0
238,1,1,356257,0,3,2,4,0,0,210,0,0,533.0,17.86,9.0,21.0,0.0,39.0,28.0,3.0,5.0,0.0,18.0,49.0,21.0,-64.0,78.0
239,1,1,357576,1,9,1,8,1,0,80,0,1,475.0,8.145,4.0,9.0,0.0,23.0,15.0,0.0,9.0,0.0,35.0,37.0,20.0,-22.0,0.0
240,1,1,357595,1,8,2,9,0,0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,-87.0
241,1,1,358075,0,11,2,8,0,0,60,0,1,1112.0,95.765,8.0,214.0,0.0,103.0,23.0,7.0,5.0,0.0,26.0,48.0,36.0,-46.0,0.0
242,1,1,358522,1,9,2,4,0,0,60,0,1,1233.0,153.135,9.0,59.0,2.0,126.0,25.0,2.0,15.0,3.0,71.0,158.0,71.0,-298.0,0.0
243,1,1,360492,1,11,1,8,0,0,60,0,1,846.0,172.475,10.0,62.0,1.0,94.0,51.0,0.0,12.0,1.0,52.0,123.0,14.0,-51.0,0.0
244,1,1,360938,0,8,1,1,1,0,60,0,1,93.0,3.6999999999999997,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,2.0,12.0,9.0,-86.0,0.0
245,1,1,361209,1,3,2,0,0,1,180,0,1,1023.0,143.09,14.0,166.0,0.0,104.0,31.0,19.0,30.0,2.0,72.0,186.0,62.0,-30.0,0.0
246,1,1,361282,1,4,1,1,0,0,60,0,0,754.0,26.765,7.0,44.0,1.0,30.0,22.0,3.0,3.0,1.0,113.0,152.0,42.0,-66.0,178.0
247,1,1,362037,0,2,3,9,0,0,60,0,1,514.0,134.835,12.0,16.0,0.0,38.0,15.0,1.0,5.0,0.0,29.0,63.0,31.0,-30.0,0.0
248,1,1,362374,0,0,3,8,0,1,150,0,1,2848.0,124.325,9.0,282.0,2.0,164.0,20.0,4.0,10.0,0.0,63.0,147.0,10.0,-128.0,0.0
249,1,1,364021,0,12,1,2,1,1,210,0,1,55.0,0.86,1.0,2.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,10.0,6.0,-61.0,0.0
250,1,1,364405,1,9,3,5,1,0,60,0,1,2946.0,171.47,25.0,253.0,0.0,210.0,47.0,10.0,45.0,2.0,120.0,173.0,239.0,-30.0,0.0
251,1,1,364440,0,1,1,3,1,1,240,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,-29.0
252,1,1,365782,1,9,2,6,1,0,90,0,1,3382.0,162.21,22.0,196.0,0.0,229.0,63.0,3.0,29.0,0.0,137.0,454.0,194.0,-53.0,0.0
253,1,1,366024,1,12,1,8,0,0,90,0,1,1759.0,76.835,23.0,203.0,0.0,169.0,66.0,44.0,25.0,0.0,67.0,98.0,63.0,-36.0,0.0
254,1,1,366310,1,5,1,2,0,0,60,0,1,1414.0,106.89,7.0,160.0,0.0,89.0,30.0,11.0,11.0,0.0,38.0,178.0,24.0,-66.0,0.0
255,1,1,368741,0,11,1,5,1,0,60,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0
256,1,1,368749,0,4,3,2,0,1,60,0,1,2801.0,84.075,49.0,210.0,6.0,186.0,97.0,18.0,30.0,2.0,207.0,411.0,61.0,-28.0,0.0
257,1,1,369908,1,10,3,7,1,0,60,0,1,8551.0,108.485,83.0,537.0,0.0,245.0,122.0,53.0,61.0,2.0,289.0,663.0,216.0,-82.0,0.0
258,1,1,370949,1,3,1,5,0,0,60,0,1,1936.0,124.44,9.0,178.0,1.0,137.0,61.0,15.0,19.0,1.0,145.0,277.0,103.0,-73.0,0.0
259,1,1,371044,0,3,3,1,0,0,60,0,1,2543.0,132.1,10.0,195.0,0.0,162.0,57.0,13.0,69.0,1.0,110.0,247.0,203.0,-165.0,0.0
260,1,1,371184,0,4,1,4,0,0,60,0,0,486.0,28.205,11.0,9.0,1.0,57.0,17.0,1.0,8.0,2.0,60.0,108.0,52.0,-16.0,223.0
261,1,1,371831,0,9,3,1,1,1,120,0,1,1446.0,93.665,18.0,107.0,0.0,124.0,41.0,6.0,32.0,2.0,62.0,93.0,51.0,-2.0,0.0
262,1,1,373126,1,5,1,1,0,0,60,0,1,1180.0,78.665,10.0,70.0,0.0,63.0,36.0,2.0,17.0,1.0,38.0,124.0,55.0,-93.0,0.0
263,1,1,373369,1,4,2,1,0,0,60,0,1,1137.0,182.32,21.0,103.0,0.0,109.0,42.0,3.0,24.0,0.0,42.0,132.0,23.0,-115.0,0.0
264,1,1,375300,0,5,3,0,0,0,60,0,1,595.0,137.115,10.0,43.0,0.0,64.0,20.0,1.0,11.0,1.0,27.0,97.0,5.0,-46.0,0.0
265,1,1,378953,1,6,1,0,0,0,120,0,1,591.0,30.784999999999997,7.0,46.0,1.0,49.0,19.0,0.0,0.0,0.0,50.0,82.0,6.0,-152.0,0.0
266,1,1,379199,1,12,1,8,0,0,90,0,1,82.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,2.0,0.0,4.0,23.0,11.0,-23.0,0.0
267,1,1,379861,0,9,3,4,0,0,60,0,1,1979.0,167.97,23.0,132.0,17.0,127.0,42.0,1.0,25.0,3.0,76.0,247.0,85.0,-183.0,0.0
268,1,1,380341,0,10,3,3,0,0,120,0,1,726.0,93.47,13.0,40.0,0.0,65.0,21.0,12.0,6.0,0.0,39.0,158.0,12.0,-29.0,0.0
269,1,1,380919,1,9,2,4,0,0,60,0,1,2072.0,128.9,36.0,132.0,0.0,144.0,50.0,2.0,15.0,0.0,64.0,289.0,124.0,-58.0,0.0
270,1,1,381646,1,6,1,2,1,2,120,0,1,3744.0,94.77,27.0,419.0,1.0,184.0,81.0,45.0,18.0,1.0,112.0,224.0,162.0,-228.0,0.0
271,1,1,382339,1,7,1,2,1,1,120,1,1,1.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-51.0,0.0
272,1,1,382408,1,0,1,8,0,0,60,0,0,55.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,14.0,11.0,-93.0,26.0
273,1,1,382497,1,12,3,6,0,0,155,0,1,1700.0,164.71,9.0,253.0,0.0,172.0,16.0,31.0,27.0,1.0,65.0,104.0,38.0,-23.0,0.0
274,1,1,382641,0,3,2,5,1,0,60,0,1,1674.0,143.275,11.0,116.0,0.0,113.0,54.0,8.0,34.0,1.0,68.0,172.0,48.0,-99.0,0.0
275,1,1,382947,0,2,3,6,0,0,60,0,1,448.0,0.0,0.0,34.0,0.0,16.0,4.0,2.0,12.0,0.0,8.0,28.0,24.0,-23.0,0.0
276,1,1,383347,1,5,4,0,2,0,60,0,1,2300.0,154.875,13.0,139.0,0.0,112.0,51.0,4.0,36.0,2.0,117.0,309.0,84.0,-2.0,0.0
277,1,1,383643,0,9,2,2,1,0,60,0,1,10.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-137.0,0.0
278,1,1,383701,0,9,1,0,0,1,120,0,1,495.0,51.085,7.0,15.0,1.0,34.0,20.0,0.0,6.0,1.0,31.0,80.0,19.0,-51.0,0.0
279,1,1,384026,0,3,2,3,0,1,120,0,1,168.0,9.21,7.0,0.0,0.0,11.0,7.0,0.0,2.0,0.0,13.0,41.0,0.0,-34.0,0.0
280,1,1,384246,0,9,2,3,0,0,60,1,1,623.0,114.38499999999999,13.0,59.0,0.0,64.0,20.0,0.0,9.0,2.0,30.0,54.0,40.0,-68.0,0.0
281,1,1,386833,1,9,3,1,1,0,60,0,1,1334.0,104.435,9.0,94.0,0.0,91.0,35.0,6.0,27.0,4.0,70.0,152.0,44.0,-256.0,0.0
282,1,1,386880,1,6,3,5,0,0,60,0,1,1660.0,149.59,47.0,205.0,2.0,150.0,23.0,3.0,20.0,1.0,91.0,289.0,54.0,-22.0,0.0
283,1,1,387289,1,0,1,3,0,0,60,0,0,1165.0,19.695,15.0,137.0,0.0,74.0,22.0,6.0,13.0,4.0,51.0,149.0,41.0,-50.0,183.0
284,1,1,387335,0,0,2,9,0,0,60,1,0,171.0,5.775,1.0,22.0,0.0,14.0,6.0,1.0,0.0,2.0,10.0,23.0,10.0,-36.0,49.0
285,1,1,387652,1,5,2,8,0,0,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.0,-15.0
286,1,1,389076,1,11,0,2,0,2,60,0,0,65.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,5.0,-46.0,27.0
287,1,1,389362,0,11,1,6,1,0,60,0,0,2042.0,23.52,10.0,170.0,1.0,97.0,30.0,35.0,28.0,2.0,61.0,154.0,68.0,-177.0,144.0
288,1,1,390210,0,5,1,2,0,0,60,0,1,788.0,134.465,8.0,67.0,0.0,57.0,29.0,1.0,18.0,0.0,42.0,68.0,7.0,-61.0,0.0
289,1,1,390233,1,8,1,5,0,0,60,1,1,1111.0,132.07999999999998,16.0,121.0,1.0,92.0,18.0,2.0,23.0,1.0,61.0,108.0,50.0,-48.0,0.0
290,1,1,390942,1,8,2,9,0,1,60,0,1,111.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,1.0,4.0,25.0,10.0,-29.0,0.0
291,1,1,391185,1,9,3,0,0,0,120,0,1,1483.0,133.18,14.0,93.0,0.0,87.0,81.0,6.0,29.0,0.0,76.0,179.0,58.0,-46.0,0.0
292,1,1,391638,0,11,2,4,0,0,60,0,0,171.0,12.209999999999999,4.0,7.0,0.0,16.0,8.0,0.0,1.0,0.0,8.0,16.0,11.0,-25.0,146.0
293,1,1,392021,0,5,2,0,1,0,60,0,0,718.0,47.05,5.0,54.0,0.0,42.0,14.0,1.0,10.0,1.0,31.0,76.0,31.0,-36.0,166.0
294,1,1,393150,1,5,2,1,0,1,60,0,1,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,-130.0,0.0
295,1,1,394028,1,4,2,8,0,1,120,0,1,149.0,9.62,3.0,7.0,0.0,12.0,8.0,0.0,0.0,1.0,12.0,19.0,8.0,-15.0,0.0
296,1,1,394082,1,1,1,4,0,1,120,0,0,197.0,19.7,2.0,6.0,0.0,16.0,12.0,1.0,10.0,0.0,9.0,19.0,0.0,-23.0,206.0
297,1,1,394979,1,6,3,7,0,0,60,0,1,1180.0,137.43,28.0,47.0,0.0,86.0,53.0,0.0,9.0,0.0,56.0,288.0,10.0,-54.0,0.0
298,1,1,395288,0,0,1,1,0,0,60,0,0,160.0,8.06,7.0,6.0,0.0,24.0,8.0,6.0,1.0,0.0,8.0,15.0,2.0,-72.0,157.0
299,1,1,395757,1,11,3,5,1,0,130,0,1,2245.0,130.685,52.0,231.0,0.0,163.0,50.0,21.0,23.0,1.0,123.0,261.0,34.0,-25.0,0.0
300,1,1,396633,0,12,2,9,0,0,60,0,1,2213.0,104.135,14.0,76.0,0.0,119.0,74.0,3.0,27.0,1.0,57.0,169.0,96.0,-29.0,0.0
301,1,1,397405,1,7,3,2,0,0,60,0,1,1118.0,126.335,7.0,88.0,0.0,85.0,23.0,12.0,20.0,1.0,58.0,132.0,59.0,-30.0,0.0
302,1,1,398199,1,6,3,6,0,0,60,0,1,3648.0,93.59,45.0,138.0,0.0,165.0,172.0,3.0,34.0,2.0,149.0,555.0,131.0,-36.0,0.0
303,1,1,399450,0,12,2,7,0,0,60,0,1,1936.0,92.68,46.0,90.0,2.0,110.0,35.0,19.0,27.0,1.0,93.0,185.0,43.0,-22.0,0.0
304,1,1,400451,1,3,2,1,1,0,60,0,1,1891.0,90.145,39.0,115.0,0.0,105.0,53.0,3.0,29.0,0.0,46.0,269.0,11.0,-121.0,0.0
305,1,1,400611,0,11,2,2,0,0,90,0,0,953.0,6.26,11.0,96.0,0.0,63.0,8.0,17.0,11.0,3.0,18.0,45.0,76.0,-23.0,50.0
306,1,1,400630,1,9,1,5,0,1,120,0,1,121.0,21.285,4.0,6.0,0.0,12.0,7.0,0.0,0.0,0.0,6.0,11.0,2.0,-21.0,0.0
307,1,1,400759,0,1,2,2,1,0,60,1,1,1002.0,113.11,30.0,65.0,1.0,89.0,23.0,17.0,25.0,0.0,58.0,137.0,33.0,-160.0,0.0
308,1,1,401486,1,9,2,2,0,0,70,0,1,714.0,173.355,12.0,10.0,0.0,51.0,28.0,0.0,5.0,0.0,37.0,99.0,4.0,-60.0,0.0
309,1,1,402489,0,4,1,9,0,0,180,0,0,20.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,-42.0,226.0
