code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_number_of_click,total_score,externalquiz,forumng,glossary,homepage,oucontent,ouelluminate,ouwiki,page,resource,subpage,url,date_registration,date_unregistration,final_result
1,1,351775,0,10,3,4,1,0,70,0,6136,121.555,16,469,7,218,19,6,44,1,157,445,287,-58,0,1
1,1,354050,1,11,2,7,0,1,150,0,473,19.95,4,19,3,40,13,0,0,0,14,78,14,-21,0,1
1,1,356257,0,3,2,4,0,0,210,0,533,17.86,9,21,0,39,28,3,5,0,18,49,21,-64,78,0
1,1,357576,1,9,1,8,1,0,80,0,475,8.145,4,9,0,23,15,0,9,0,35,37,20,-22,0,1
1,1,357595,1,8,2,9,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117,-87,0
1,1,358075,0,11,2,8,0,0,60,0,1112,95.765,8,214,0,103,23,7,5,0,26,48,36,-46,0,1
1,1,358522,1,9,2,4,0,0,60,0,1233,153.135,9,59,2,126,25,2,15,3,71,158,71,-298,0,1
1,1,360492,1,11,1,8,0,0,60,0,846,172.475,10,62,1,94,51,0,12,1,52,123,14,-51,0,1
1,1,360938,0,8,1,1,1,0,60,0,93,3.7,0,0,0,7,8,0,0,0,2,12,9,-86,0,1
1,1,361209,1,3,2,0,0,1,180,0,1023,143.09,14,166,0,104,31,19,30,2,72,186,62,-30,0,1
1,1,361282,1,4,1,1,0,0,60,0,754,26.765,7,44,1,30,22,3,3,1,113,152,42,-66,178,0
1,1,362037,0,2,3,9,0,0,60,0,514,134.835,12,16,0,38,15,1,5,0,29,63,31,-30,0,1
1,1,362374,0,0,3,8,0,1,150,0,2848,124.325,9,282,2,164,20,4,10,0,63,147,10,-128,0,1
1,1,364021,0,12,1,2,1,1,210,0,55,0.86,1,2,0,7,2,0,0,1,2,10,6,-61,0,1
1,1,364405,1,9,3,5,1,0,60,0,2946,171.47,25,253,0,210,47,10,45,2,120,173,239,-30,0,1
1,1,364440,0,1,1,3,1,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-29,0
1,1,365782,1,9,2,6,1,0,90,0,3382,162.21,22,196,0,229,63,3,29,0,137,454,194,-53,0,1
1,1,366024,1,12,1,8,0,0,90,0,1759,76.835,23,203,0,169,66,44,25,0,67,98,63,-36,0,1
1,1,366310,1,5,1,2,0,0,60,0,1414,106.89,7,160,0,89,30,11,11,0,38,178,24,-66,0,1
1,1,368741,0,11,1,5,1,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-88,0,1
1,1,368749,0,4,3,2,0,1,60,0,2801,84.075,49,210,6,186,97,18,30,2,207,411,61,-28,0,1
1,1,369908,1,10,3,7,1,0,60,0,8551,108.485,83,537,0,245,122,53,61,2,289,663,216,-82,0,1
1,1,370949,1,3,1,5,0,0,60,0,1936,124.44,9,178,1,137,61,15,19,1,145,277,103,-73,0,1
1,1,371044,0,3,3,1,0,0,60,0,2543,132.1,10,195,0,162,57,13,69,1,110,247,203,-165,0,1
1,1,371184,0,4,1,4,0,0,60,0,486,28.205,11,9,1,57,17,1,8,2,60,108,52,-16,223,0
1,1,371831,0,9,3,1,1,1,120,0,1446,93.665,18,107,0,124,41,6,32,2,62,93,51,-2,0,1
1,1,373126,1,5,1,1,0,0,60,0,1180,78.665,10,70,0,63,36,2,17,1,38,124,55,-93,0,1
1,1,373369,1,4,2,1,0,0,60,0,1137,182.32,21,103,0,109,42,3,24,0,42,132,23,-115,0,1
1,1,375300,0,5,3,0,0,0,60,0,595,137.115,10,43,0,64,20,1,11,1,27,97,5,-46,0,1
1,1,378953,1,6,1,0,0,0,120,0,591,30.785,7,46,1,49,19,0,0,0,50,82,6,-152,0,1
1,1,379199,1,12,1,8,0,0,90,0,82,0,0,3,0,10,0,1,2,0,4,23,11,-23,0,1
1,1,379861,0,9,3,4,0,0,60,0,1979,167.97,23,132,17,127,42,1,25,3,76,247,85,-183,0,1
1,1,380341,0,10,3,3,0,0,120,0,726,93.47,13,40,0,65,21,12,6,0,39,158,12,-29,0,1
1,1,380919,1,9,2,4,0,0,60,0,2072,128.9,36,132,0,144,50,2,15,0,64,289,124,-58,0,1
1,1,381646,1,6,1,2,1,2,120,0,3744,94.77,27,419,1,184,81,45,18,1,112,224,162,-228,0,1
1,1,382339,1,7,1,2,1,1,120,1,1,6.04,0,0,0,0,0,0,0,0,1,0,0,-51,0,1
1,1,382408,1,0,1,8,0,0,60,0,55,0,1,0,0,3,1,0,0,0,4,14,11,-93,26,0
1,1,382497,1,12,3,6,0,0,155,0,1700,164.71,9,253,0,172,16,31,27,1,65,104,38,-23,0,1
1,1,382641,0,3,2,5,1,0,60,0,1674,143.275,11,116,0,113,54,8,34,1,68,172,48,-99,0,1
1,1,382947,0,2,3,6,0,0,60,0,448,0,0,34,0,16,4,2,12,0,8,28,24,-23,0,1
1,1,383347,1,5,4,0,2,0,60,0,2300,154.875,13,139,0,112,51,4,36,2,117,309,84,-2,0,1
1,1,383643,0,9,2,2,1,0,60,0,10,0,1,0,0,2,1,0,0,0,0,2,1,-137,0,1
1,1,383701,0,9,1,0,0,1,120,0,495,51.085,7,15,1,34,20,0,6,1,31,80,19,-51,0,1
1,1,384026,0,3,2,3,0,1,120,0,168,9.21,7,0,0,11,7,0,2,0,13,41,0,-34,0,1
1,1,384246,0,9,2,3,0,0,60,1,623,114.385,13,59,0,64,20,0,9,2,30,54,40,-68,0,1
1,1,386833,1,9,3,1,1,0,60,0,1334,104.435,9,94,0,91,35,6,27,4,70,152,44,-256,0,1
1,1,386880,1,6,3,5,0,0,60,0,1660,149.59,47,205,2,150,23,3,20,1,91,289,54,-22,0,1
1,1,387289,1,0,1,3,0,0,60,0,1165,19.695,15,137,0,74,22,6,13,4,51,149,41,-50,183,0
1,1,387335,0,0,2,9,0,0,60,1,171,5.775,1,22,0,14,6,1,0,2,10,23,10,-36,49,0
1,1,387652,1,5,2,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192,-15,0
1,1,389076,1,11,0,2,0,2,60,0,65,0,0,2,0,1,0,0,1,0,1,9,5,-46,27,0
1,1,389362,0,11,1,6,1,0,60,0,2042,23.52,10,170,1,97,30,35,28,2,61,154,68,-177,144,0
1,1,390210,0,5,1,2,0,0,60,0,788,134.465,8,67,0,57,29,1,18,0,42,68,7,-61,0,1
1,1,390233,1,8,1,5,0,0,60,1,1111,132.08,16,121,1,92,18,2,23,1,61,108,50,-48,0,1
1,1,390942,1,8,2,9,0,1,60,0,111,0,0,3,0,7,3,0,0,1,4,25,10,-29,0,1
1,1,391185,1,9,3,0,0,0,120,0,1483,133.18,14,93,0,87,81,6,29,0,76,179,58,-46,0,1
1,1,391638,0,11,2,4,0,0,60,0,171,12.21,4,7,0,16,8,0,1,0,8,16,11,-25,146,0
1,1,392021,0,5,2,0,1,0,60,0,718,47.05,5,54,0,42,14,1,10,1,31,76,31,-36,166,0
1,1,393150,1,5,2,1,0,1,60,0,15,0,0,0,0,3,0,0,0,1,1,0,2,-130,0,1
1,1,394028,1,4,2,8,0,1,120,0,149,9.62,3,7,0,12,8,0,0,1,12,19,8,-15,0,1
1,1,394082,1,1,1,4,0,1,120,0,197,19.7,2,6,0,16,12,1,10,0,9,19,0,-23,206,0
1,1,394979,1,6,3,7,0,0,60,0,1180,137.43,28,47,0,86,53,0,9,0,56,288,10,-54,0,1
1,1,395288,0,0,1,1,0,0,60,0,160,8.06,7,6,0,24,8,6,1,0,8,15,2,-72,157,0
1,1,395757,1,11,3,5,1,0,130,0,2245,130.685,52,231,0,163,50,21,23,1,123,261,34,-25,0,1
1,1,396633,0,12,2,9,0,0,60,0,2213,104.135,14,76,0,119,74,3,27,1,57,169,96,-29,0,1
1,1,397405,1,7,3,2,0,0,60,0,1118,126.335,7,88,0,85,23,12,20,1,58,132,59,-30,0,1
1,1,398199,1,6,3,6,0,0,60,0,3648,93.59,45,138,0,165,172,3,34,2,149,555,131,-36,0,1
1,1,399450,0,12,2,7,0,0,60,0,1936,92.68,46,90,2,110,35,19,27,1,93,185,43,-22,0,1
1,1,400451,1,3,2,1,1,0,60,0,1891,90.145,39,115,0,105,53,3,29,0,46,269,11,-121,0,1
1,1,400611,0,11,2,2,0,0,90,0,953,6.26,11,96,0,63,8,17,11,3,18,45,76,-23,50,0
1,1,400630,1,9,1,5,0,1,120,0,121,21.285,4,6,0,12,7,0,0,0,6,11,2,-21,0,1
1,1,400759,0,1,2,2,1,0,60,1,1002,113.11,30,65,1,89,23,17,25,0,58,137,33,-160,0,1
1,1,401486,1,9,2,2,0,0,70,0,714,173.355,12,10,0,51,28,0,5,0,37,99,4,-60,0,1
1,1,402489,0,4,1,9,0,0,180,0,20,0,1,0,0,2,1,0,0,0,1,3,1,-42,226,0
1,1,403085,1,1,1,9,1,0,60,0,2251,144.02,29,249,3,207,21,76,51,1,53,290,110,-25,0,1
1,1,403902,0,11,1,5,0,0,60,0,374,35.5,7,0,0,26,20,0,0,0,15,24,13,-46,0,1
1,1,404852,1,5,1,0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171,-67,0
1,1,405426,1,10,2,4,0,0,60,0,356,37.69,10,0,0,36,20,1,4,0,26,52,16,-88,0,1
1,1,405743,1,8,3,4,0,1,120,0,243,25.65,6,18,0,47,17,0,0,0,16,27,12,-15,125,0
1,1,405784,0,4,3,2,0,0,120,0,1911,22.72,13,200,0,120,37,10,21,2,70,152,75,-16,223,0
1,1,406056,0,8,2,5,0,0,60,0,946,124.875,14,100,0,103,23,8,20,0,57,115,37,-89,0,1
1,1,406498,0,7,2,0,0,1,120,0,439,16.46,10,41,0,33,9,1,6,0,15,57,16,-27,64,0
1,1,406541,0,0,2,4,0,2,250,0,2014,100.595,22,158,0,146,43,6,43,0,72,260,56,-55,0,1
1,1,407595,0,12,2,1,0,2,60,0,56,15.58,1,0,0,9,3,2,0,0,4,5,2,-109,0,1
1,1,407838,1,2,2,0,1,0,60,0,460,3.065,3,18,1,20,11,4,0,1,17,58,33,-24,0,1
1,1,409091,0,1,2,7,1,0,60,0,1125,172.025,21,128,0,74,11,17,19,1,54,102,58,-225,0,1
1,1,409109,0,9,1,5,0,2,150,0,829,97.645,25,25,0,89,61,6,4,1,41,98,19,-28,0,1
1,1,409766,1,3,1,0,0,3,210,0,15,0,0,0,0,3,0,0,0,0,0,3,3,-51,27,0
1,1,409880,0,8,2,2,0,0,90,0,191,1.46,2,24,0,13,2,0,1,0,4,23,8,-24,23,0
1,1,410886,0,10,2,9,0,0,60,0,3948,160.16,13,487,1,206,64,4,35,2,104,254,49,-58,0,1
1,1,411001,1,10,1,8,0,0,60,0,151,0,0,12,0,11,3,0,1,1,8,14,6,-106,123,0
1,1,412063,1,4,1,7,0,0,60,0,429,19.655,9,14,0,36,16,12,1,0,23,46,10,-88,0,1
1,1,412431,0,5,2,0,1,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183,-53,0
1,1,412731,0,9,3,5,1,0,60,0,1786,31.825,12,140,1,121,33,2,39,0,86,141,25,-102,0,1
1,1,412754,0,0,1,2,0,2,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-30,27,0
1,1,412772,1,1,3,3,0,1,150,0,1019,155.16,7,39,0,87,18,5,24,1,44,105,36,-27,0,1
1,1,413580,0,1,3,1,0,0,60,0,482,31.87,7,14,0,36,29,2,9,0,32,45,27,-23,168,0
1,1,413934,0,7,2,7,1,0,60,0,1478,32.66,7,10,0,62,26,0,9,1,58,232,12,-30,0,1
1,1,414304,0,11,2,7,1,0,80,0,2231,135.4,16,186,0,190,48,10,49,0,105,252,109,-58,0,1
1,1,414587,0,11,3,9,0,1,60,0,628,140.645,16,31,0,55,50,3,9,0,46,137,5,-3,0,1
1,1,414758,1,8,1,9,0,3,120,0,479,96.465,7,26,0,37,16,5,8,0,18,35,2,-28,0,1
1,1,414803,0,11,2,7,0,1,120,0,448,45.94,9,22,0,29,17,0,5,0,24,64,7,-245,0,1
1,1,415695,0,8,2,7,0,0,60,0,2635,39.32,37,236,3,187,56,3,44,1,38,168,28,-16,0,1
1,1,415812,1,10,1,9,0,0,60,0,342,22.125,4,2,0,27,18,0,0,0,17,87,4,-16,163,0
1,1,416000,0,9,1,8,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-238,-145,0
1,1,416008,1,10,1,0,0,0,60,0,831,40.92,5,42,0,59,33,2,21,0,39,130,47,-96,0,1
1,1,417242,0,9,1,6,1,0,60,0,963,157.325,19,45,2,87,28,0,20,0,76,134,57,-86,0,1
1,1,417410,0,6,2,0,0,1,120,0,90,3,1,3,0,7,3,0,0,0,4,22,8,-60,0,1
1,1,417974,1,6,2,9,0,2,120,0,203,0,0,22,0,18,3,1,6,0,7,19,5,-53,157,0
1,1,418122,1,7,2,3,1,0,60,0,724,118.795,11,67,0,69,41,13,8,1,46,55,11,-48,0,1
1,1,418490,1,8,2,7,1,0,60,0,4071,103.445,54,253,1,180,74,16,58,1,207,683,150,-97,0,1
1,1,418956,1,8,1,6,0,0,120,0,1443,144.245,14,141,0,96,15,14,23,0,65,135,78,-99,0,1
1,1,419273,0,10,1,7,0,0,60,0,1199,51.64,8,76,3,69,30,2,17,0,33,71,24,-88,0,1
1,1,420388,0,11,1,6,1,0,60,1,1514,82.74,15,154,0,119,27,1,33,1,54,113,50,-53,0,1
1,1,421221,0,11,2,7,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-29,0
1,1,422164,1,10,2,9,0,0,90,0,313,42.46,5,8,0,42,6,1,4,0,15,45,6,-46,0,1
1,1,422768,0,1,2,6,0,0,60,0,1355,115.455,16,120,0,84,30,4,28,0,65,145,21,-25,0,1
1,1,423061,1,4,3,4,1,2,120,0,272,8.785,1,17,0,11,5,0,3,0,20,29,2,-67,0,1
1,1,423386,0,12,1,6,1,0,60,0,1569,65.47,14,130,2,106,14,19,19,1,48,175,64,-72,223,0
1,1,423474,0,0,3,3,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-304,-99,0
1,1,423757,1,11,2,9,0,0,60,0,1083,90.735,20,52,0,92,62,7,20,0,31,75,34,-97,0,1
1,1,423876,1,1,4,6,1,0,60,0,644,5.685,2,59,0,33,9,3,10,2,24,60,40,-48,51,0
1,1,424987,1,4,2,0,0,0,120,0,1212,94.815,6,68,0,84,27,6,15,3,127,152,76,-11,0,1
1,1,425136,1,4,1,2,0,0,60,0,111,0.6,0,0,0,6,7,0,0,0,15,16,7,-94,0,1
1,1,426059,1,5,2,0,0,0,60,0,879,32.57,13,49,0,73,34,5,18,1,77,127,32,-43,219,0
1,1,426094,1,9,2,4,0,1,240,0,160,1.5,2,0,1,10,3,2,1,1,21,47,11,-92,136,0
1,1,426137,1,11,2,4,0,1,60,0,276,0,1,13,1,12,2,2,1,2,9,52,20,-23,19,0
1,1,426701,0,9,2,5,0,0,240,0,30,0,0,0,0,3,1,0,0,1,2,3,3,-16,3,0
1,1,426871,1,12,1,8,0,1,60,0,3842,135.98,39,274,1,195,50,21,42,2,153,320,114,-66,0,1
1,1,428411,0,0,3,2,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107,-87,0
1,1,429833,0,0,1,6,0,0,60,0,585,74.7,17,12,0,55,38,1,3,1,26,78,12,-61,0,1
1,1,430055,0,9,2,1,0,0,120,1,2,0,0,0,0,1,0,0,0,0,0,0,1,-30,-3,0
1,1,430279,0,6,2,6,1,0,60,0,690,5.59,2,111,0,32,4,4,11,3,23,67,32,-68,38,0
1,1,430516,1,1,1,1,0,1,180,0,29,0,0,0,0,3,0,0,0,1,1,2,5,-43,-3,0
1,1,431005,1,9,2,2,0,1,150,0,342,23.52,7,0,0,56,15,0,0,1,8,69,4,-24,194,0
1,1,432204,0,3,2,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,27,0
1,1,433151,0,7,2,0,0,1,120,1,1277,117.905,13,83,0,88,30,5,11,0,52,175,43,-30,0,1
1,1,433386,0,1,2,3,0,0,60,0,2152,126.3,33,79,2,111,33,27,33,2,130,343,66,-52,0,1
1,1,434767,1,0,1,8,0,0,60,0,84,0,0,0,0,2,1,0,0,2,7,12,9,-78,3,0
1,1,434977,0,0,2,6,0,1,60,0,1119,122.22,12,149,0,93,20,4,19,3,61,79,45,-44,0,1
1,1,435101,1,0,1,4,0,1,240,0,71,1.14,2,0,0,7,11,0,0,0,12,18,8,-44,0,1
1,1,435423,1,11,2,6,1,1,130,0,4177,147.705,35,351,3,233,66,7,32,2,172,473,85,-25,0,1
1,1,435780,0,10,1,5,0,1,180,0,1921,26.595,15,212,2,105,15,12,10,0,38,166,46,-46,90,0
1,1,436554,1,12,1,5,0,1,120,0,123,0,5,2,0,4,2,1,0,1,5,26,11,-23,54,0
1,1,437281,1,8,2,7,0,0,80,0,2784,153.445,42,348,0,221,26,16,25,1,55,327,61,-30,0,1
1,1,437747,0,6,2,5,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,-61,0
1,1,438244,1,12,3,1,0,0,60,0,822,45.78,9,45,0,45,22,0,3,0,28,73,24,-90,0,1
1,1,438662,1,2,1,3,0,1,60,0,1608,91.945,26,114,0,74,84,19,18,0,50,321,25,-78,0,1
1,1,439013,1,6,1,2,0,0,60,0,45,0,0,3,0,3,0,0,0,0,0,3,0,-8,0,1
1,1,439542,0,10,2,5,0,0,120,0,817,37,9,53,0,47,28,0,11,0,34,75,14,-23,0,1
1,1,440375,1,8,2,1,0,0,60,0,805,55.455,8,95,0,72,38,6,9,1,30,67,4,-72,0,1
1,1,440499,1,9,3,3,2,0,60,0,1192,121.075,12,40,0,83,27,7,26,1,66,93,46,-50,0,1
1,1,440857,0,7,1,1,0,1,120,0,322,6.94,4,4,0,18,13,0,2,1,26,22,28,-106,86,0
1,1,441113,1,8,1,9,0,0,75,0,1123,104.975,10,109,0,93,34,5,25,1,74,150,45,-58,0,1
1,1,441132,1,10,3,6,0,0,60,0,2134,106.32,25,228,13,103,30,4,33,1,61,273,51,-68,0,1
1,1,441201,1,11,1,7,1,0,60,0,2191,131.465,45,161,0,134,24,10,16,3,97,310,36,-93,0,1
1,1,441302,1,3,1,5,0,0,60,0,1225,162.86,23,40,0,110,61,1,22,1,40,149,56,-23,0,1
1,1,441389,0,11,2,8,0,0,60,0,1825,133.96,25,281,0,162,27,7,19,4,57,104,47,-16,0,1
1,1,442131,1,12,1,7,0,0,60,0,379,5.935,1,50,0,30,7,2,2,0,10,27,10,-22,0,1
1,1,442545,0,4,3,6,1,0,60,0,1969,135.27,37,183,1,141,53,3,47,0,66,328,47,-52,0,1
1,1,442865,0,11,1,6,0,0,60,0,1919,104.49,12,199,0,142,34,22,14,14,75,319,60,-28,0,1
1,1,442886,1,0,1,3,1,0,60,0,2264,109.29,27,194,3,151,42,19,37,4,94,247,80,-51,0,1
1,1,443055,0,7,1,0,0,2,180,0,287,0,0,35,0,15,8,0,2,0,12,22,14,-18,0,1
1,1,443215,0,4,1,8,0,0,60,0,2581,119.565,59,106,18,154,70,12,40,1,178,534,120,-61,0,1
1,1,443297,1,8,2,5,0,0,60,0,910,133,32,33,0,104,56,1,11,1,51,109,37,-86,0,1
1,1,443500,1,12,3,2,0,1,120,0,40,0,0,11,0,5,1,0,0,0,0,0,1,-127,27,0
1,1,443842,1,5,1,0,0,0,60,0,449,10.56,4,0,0,15,14,0,0,1,18,58,60,-24,0,1
1,1,444576,0,0,2,3,0,0,60,0,703,31.795,8,55,0,53,24,1,7,1,20,40,22,-27,0,1
1,1,444713,0,6,2,0,0,0,90,1,462,8.115,1,88,0,44,3,0,9,1,17,43,18,-272,53,0
1,1,445134,1,10,2,3,0,2,120,0,64,0,0,7,0,9,6,0,0,0,1,7,0,-74,0,1
1,1,445573,0,8,2,5,0,0,60,1,647,13.47,6,65,0,41,17,0,4,2,36,50,27,-23,0,1
1,1,446814,1,0,2,8,0,0,120,0,636,89.675,12,34,0,45,35,0,7,0,16,145,6,-86,0,1
1,1,446836,1,12,2,1,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-101,0,1
1,1,447242,1,9,3,2,0,1,120,0,921,145.885,8,38,0,90,44,4,16,2,53,139,75,-137,0,1
1,1,464236,1,9,3,9,2,0,60,0,1220,116.205,27,82,0,87,13,0,62,1,58,158,61,-27,0,1
1,1,464596,1,0,1,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-17,0
1,1,464615,1,0,1,3,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116,0
1,1,465068,0,8,3,6,0,1,120,0,126,9.2,6,0,0,11,10,0,1,0,10,31,1,-23,95,0
1,1,465260,1,1,2,7,1,0,120,0,1586,112.665,12,19,0,127,45,4,28,3,171,365,61,-42,0,1
1,1,465399,0,1,1,5,0,2,180,1,86,0.74,2,7,0,11,1,0,3,0,4,10,5,-34,37,0
1,1,465727,1,0,1,7,1,0,60,1,1393,104.095,12,63,5,75,30,8,28,3,71,174,56,-59,0,1
1,1,465764,0,1,1,3,1,0,60,1,1644,125.165,13,93,0,94,23,51,27,2,84,197,100,-43,0,1
1,1,465843,1,7,2,0,0,1,60,0,2441,171.815,27,152,2,147,51,25,31,1,99,370,74,-30,0,1
1,1,466158,0,8,1,3,0,0,90,1,1053,12.49,4,85,0,64,46,0,10,1,46,78,53,-171,97,0
1,1,466216,1,0,3,7,1,0,90,0,2387,165.055,26,326,0,194,37,10,28,1,93,220,53,-187,0,1
1,1,466990,0,4,1,9,0,0,60,0,1111,89.82,27,95,0,82,38,3,9,1,62,97,45,-15,0,1
1,1,467294,1,12,2,4,0,0,60,0,688,98.73,8,18,0,23,36,2,9,1,48,71,19,-22,0,1
1,1,467413,0,0,1,8,0,1,210,0,1428,89.475,10,108,0,70,34,20,10,0,74,136,22,49,0,1
1,1,467822,0,4,2,3,0,0,190,0,3273,149.21,26,210,4,200,69,8,41,1,141,457,60,-50,0,1
1,1,468672,1,6,2,1,0,1,120,0,373,7.925,3,6,0,19,4,0,1,3,22,38,29,-53,124,0
1,1,468729,1,10,2,6,0,0,105,0,235,25.69,5,9,0,29,9,0,1,1,9,9,3,-99,111,0
1,1,468808,1,8,2,7,1,1,90,0,1040,123.645,13,23,1,41,25,2,10,0,51,210,34,-53,0,1
1,1,469016,1,12,2,3,1,0,60,0,594,120.18,11,54,0,43,18,7,3,2,39,60,15,-66,0,1
1,1,470119,1,7,1,4,0,0,60,0,30,0,0,0,0,2,0,0,0,0,5,5,7,-102,-8,0
1,1,470637,1,4,1,1,0,1,150,1,313,16.415,4,21,0,33,9,0,10,0,16,33,29,-21,144,0
1,1,470921,1,8,2,9,1,0,60,0,1628,83.5,24,123,0,141,26,8,23,0,72,190,33,-106,0,1
1,1,471654,1,2,1,0,0,0,120,0,2716,165.585,26,165,1,170,61,8,40,0,76,471,73,-61,0,1
1,1,471781,0,10,2,6,0,1,120,0,758,7.56,4,50,0,34,13,1,10,1,38,69,54,-15,45,0
1,1,472060,0,12,1,8,1,1,60,0,952,35.13,12,60,0,60,25,9,16,0,53,148,52,-22,163,0
1,1,472180,1,8,1,8,0,0,60,0,320,30.015,1,21,0,25,26,0,4,0,22,39,5,-22,0,1
1,1,472584,1,1,1,6,0,1,180,0,845,89.375,6,82,0,73,20,4,17,1,36,56,35,-140,0,1
1,1,472949,0,9,3,2,1,1,120,0,140,43.205,2,4,0,17,7,0,1,0,7,22,5,124,0,1
1,1,473008,0,2,1,0,0,0,120,0,2244,147.865,38,182,7,125,47,33,23,1,75,294,94,-101,0,1
1,1,473640,1,6,1,0,1,0,60,0,1510,2.42,5,308,0,109,15,0,7,1,10,66,23,-106,160,0
1,1,473965,1,1,2,6,1,0,60,0,747,102.07,11,46,0,42,31,7,6,0,52,90,30,-92,0,1
1,1,474133,1,11,1,4,1,1,240,1,1636,88.045,26,24,18,98,58,22,8,0,40,195,60,-53,0,1
1,1,474153,1,9,1,0,0,1,150,0,549,2.115,3,15,0,41,22,0,0,0,13,86,25,-48,108,0
1,1,474451,1,6,1,0,0,0,60,1,220,3.985,2,18,0,25,14,2,0,1,7,28,13,-24,0,1
1,1,474464,1,8,1,9,1,0,60,0,2318,125.675,33,205,0,139,50,5,32,3,73,229,64,-85,0,1
1,1,474633,0,3,1,6,0,1,120,0,2879,116.46,29,263,14,166,66,32,30,2,123,447,122,-155,0,1
1,1,474740,1,1,2,4,0,1,150,0,1024,85.375,19,52,0,60,44,2,25,0,24,159,14,-95,0,1
1,1,474966,0,6,1,4,0,1,120,0,107,0,0,8,0,8,2,0,0,2,8,21,7,-24,57,0
1,1,475443,1,7,1,1,0,0,180,0,726,1.92,12,16,0,48,21,3,9,3,72,150,39,-53,123,0
1,1,475480,1,6,2,0,0,0,60,0,353,1.2,2,46,0,17,6,2,7,0,11,37,14,-71,27,0
1,1,475604,0,11,2,2,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-10,0
1,1,475619,1,10,3,4,1,0,60,0,1731,49.11,14,172,0,85,41,6,13,2,41,216,44,-24,223,0
1,1,475883,1,8,3,7,0,1,120,0,1732,146,9,163,1,106,27,1,27,1,78,213,83,-21,0,1
1,1,475897,1,5,2,7,1,0,120,0,2607,97.995,14,216,0,157,75,30,25,4,94,193,85,-95,0,1
1,1,476041,0,5,2,1,0,0,60,0,1038,109.82,8,170,1,152,21,3,13,1,40,64,19,-61,0,1
1,1,476093,0,7,1,4,0,1,120,0,66,0,1,3,0,8,2,1,0,1,1,1,9,-29,0,1
1,1,476637,1,5,3,8,1,1,240,0,1668,192.795,13,201,0,161,46,21,25,0,70,150,48,-213,0,1
1,1,476910,1,1,2,5,0,0,60,0,346,159.08,12,15,1,37,28,1,15,0,30,63,7,-23,0,1
1,1,476964,1,8,3,7,1,0,90,0,3643,177.76,29,362,3,208,47,16,34,2,132,442,166,-66,0,1
1,1,477160,0,2,3,0,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142,-137,0
1,1,477451,1,8,2,9,0,0,60,1,635,112.735,9,34,0,58,34,5,8,1,34,36,16,-50,0,1
1,1,477517,1,8,4,9,1,0,70,0,2758,141.285,21,191,58,178,42,25,40,0,76,292,82,-154,0,1
1,1,478213,1,5,4,0,0,0,120,0,997,128.675,9,144,0,115,44,6,18,0,39,59,24,-2,0,1
1,1,478346,1,12,3,2,0,0,60,0,3116,157.38,25,227,1,139,70,8,22,4,175,372,68,-30,0,1
1,1,478744,0,6,2,5,0,1,180,0,76,0.75,2,4,0,7,3,0,0,0,3,8,2,-24,215,0
1,1,479347,1,0,1,8,0,0,70,1,274,1.06,3,34,3,28,3,2,1,0,6,36,14,-25,27,0
1,1,479607,1,4,2,2,1,0,120,0,307,4.425,1,34,0,24,5,3,3,0,5,19,17,-66,88,0
1,1,480207,1,6,2,3,0,1,120,1,2678,134.35,39,382,0,163,59,43,39,8,149,251,91,-109,0,1
1,1,480225,0,0,1,1,0,1,120,0,2518,79.175,30,134,1,120,89,9,36,6,93,211,59,-28,0,1
1,1,480929,1,11,3,6,0,0,60,0,1822,169.41,21,123,0,133,75,22,19,1,80,224,64,-23,0,1
1,1,480972,1,10,2,3,1,0,70,0,18,0,0,0,0,2,1,0,0,0,2,7,2,-22,0,1
1,1,481350,0,3,2,1,0,0,60,0,2854,139.765,49,113,2,132,86,12,28,2,138,211,64,-68,0,1
1,1,481549,0,8,2,0,0,0,120,0,2052,155.35,36,157,0,120,58,3,12,1,55,376,97,-34,0,1
1,1,482117,1,6,1,2,0,0,180,0,163,0.8,3,4,0,12,2,0,0,0,13,37,27,-59,0,1
